CHROM	bp	cM
chr19	5949501	14.627
chr19	6070953	14.627
chr19	6152153	14.926
chr19	6191282	14.926
chr19	6237751	15.158
chr19	6237893	15.457
chr19	6251004	15.796
chr19	6252207	15.821
chr19	6294150	15.821
chr19	6345332	16.120
chr19	6382092	16.120
chr19	6385987	16.418
chr19	6438716	16.418
chr19	6464000	16.717
chr19	6615267	16.717
chr19	6648246	17.015
chr19	6676762	17.015
chr19	6696665	17.314
chr19	6752223	17.612
chr19	7059964	17.612
chr19	7092659	17.911
chr19	7266090	17.911
chr19	7341956	18.050
chr19	7412940	18.479
chr19	7428775	18.508
chr19	7477238	18.508
chr19	7561026	18.806
chr19	7585151	18.806
chr19	7597051	19.403
chr19	7597081	19.403
chr19	7600674	19.411
chr19	7636172	19.562
chr19	7722525	20.228
chr19	7737245	20.290
chr19	7741182	20.299
chr19	7907336	20.299
chr19	7919603	20.597
chr19	8169416	20.597
chr19	8169708	20.598
chr19	8198931	20.978
chr19	8210398	21.010
chr19	8265399	21.462
chr19	8265921	21.463
chr19	8357054	22.314
chr19	8383610	22.388
chr19	8603921	22.388
chr19	8645523	22.687
chr19	8790627	22.687
chr19	8822739	22.985
chr19	8845951	22.985
chr19	8869046	23.582
chr19	8869595	23.582
chr19	8869710	23.585
chr19	8882769	23.957
chr19	8882815	23.957
chr19	8920909	24.218
chr19	9056203	24.355
chr19	9071170	24.669
chr19	9096131	24.694
chr19	9096461	24.697
chr19	9145515	25.446
chr19	9177019	25.735
chr19	9278987	26.567
chr19	9312177	26.567
chr19	9422445	27.285
chr19	9449476	27.760
chr19	9449731	27.763
chr19	9497497	28.060
chr19	9498204	28.060
chr19	9518959	28.183
chr19	9519419	28.189
chr19	9548721	29.195
chr19	9548745	29.196
chr19	9605214	30.991
chr19	9637519	31.344
chr19	9637534	31.344
chr19	9637846	31.344
chr19	9744751	31.941
chr19	9774269	31.941
chr19	9785020	32.239
chr19	9822695	32.239
chr19	9822904	32.242
chr19	9845130	32.835
chr19	9845195	32.836
chr19	9877498	32.836
chr19	9955134	33.045
chr19	9973067	33.392
chr19	9988485	33.433
chr19	10144473	33.433
chr19	10196456	33.667
chr19	10210727	33.752
chr19	10211178	33.752
chr19	10296326	34.168
chr19	10412430	34.329
chr19	10515718	34.329
chr19	10542238	34.627
chr19	10644504	34.627
chr19	10661090	34.926
chr19	10800271	34.926
chr19	10809948	35.224
chr19	10886258	35.224
chr19	10904587	35.260
chr19	10904716	35.261
chr19	10948781	35.810
chr19	10983949	36.011
chr19	10984298	36.012
chr19	11039776	36.621
chr19	11116412	37.314
chr19	11124166	37.314
chr19	11124339	37.316
chr19	11146375	37.832
chr19	11154331	37.911
chr19	11181857	38.692
chr19	11198938	38.806
chr19	11310933	38.806
chr19	11454860	39.105
chr19	11928280	39.105
chr19	11931343	39.121
chr19	11986785	39.700
chr19	11987138	39.702
chr19	12120473	39.702
chr19	12153895	40.001
chr19	12341132	40.001
chr19	12371136	40.299
chr19	12839751	40.299
chr19	12856234	40.598
chr19	13101062	40.598
chr19	13183189	40.719
chr19	13262340	41.135
chr19	13262374	41.135
chr19	13300126	41.490
chr19	13302372	41.493
chr19	13333193	41.493
chr19	13369306	41.792
chr19	13405327	41.792
chr19	13443110	41.911
chr19	13481540	42.330
chr19	13500017	42.389
chr19	13500274	42.389
chr19	13521686	42.609
chr19	13521867	43.506
chr19	13558331	43.881
chr19	13636369	43.881
chr19	13690738	44.180
chr19	13716054	44.180
chr19	13747921	44.227
chr19	13748933	44.234
chr19	13799729	44.767
chr19	13917917	45.326
chr19	13917922	45.326
chr19	13932055	45.670
chr19	13938863	45.692
chr19	13938903	45.693
chr19	14005958	46.508
chr19	14024484	46.568
chr19	14048328	46.568
chr19	14130985	46.866
chr19	14197526	46.866
chr19	14278004	47.165
chr19	14419095	47.165
chr19	14510600	47.463
chr19	14629072	47.463
chr19	14654155	47.569
chr19	14699801	48.059
chr19	14699993	48.060
chr19	14724750	48.060
chr19	14781734	48.359
chr19	14796682	48.359
chr19	14813378	48.657
chr19	14813420	48.657
chr19	14842757	48.956
chr19	15071996	48.956
chr19	15098249	49.052
chr19	15153265	49.552
chr19	15153550	49.553
chr19	15158434	49.553
chr19	15162549	49.851
chr19	15292651	49.851
chr19	15323929	50.150
chr19	15471736	50.150
chr19	15494273	50.448
chr19	15693504	50.448
chr19	15708499	50.747
chr19	15830017	50.747
chr19	15856345	51.045
chr19	16399344	51.045
chr20	0	0.000
chr20	542669	0.000
chr20	612992	0.299
chr20	648534	0.299
chr20	706409	0.896
chr20	873704	0.896
chr20	883944	1.194
chr20	884299	1.194
chr20	899896	1.493
chr20	1004562	1.493
chr20	1010821	1.791
chr20	1029246	1.791
chr20	1067101	2.090
chr20	1133593	2.090
chr20	1148298	2.116
chr20	1199014	2.505
chr20	1300841	2.945
chr20	1316511	2.985
chr20	1316646	2.985
chr20	1335165	3.284
chr20	1373354	3.284
chr20	1383557	3.582
chr20	1395954	3.582
chr20	1434138	4.134
chr20	1474368	5.013
chr20	1474599	5.016
chr20	1478627	5.349
chr20	1478981	5.373
chr20	1537449	5.373
chr20	1556039	5.672
chr20	1560162	5.672
chr20	1576930	5.970
chr20	1584207	5.970
chr20	1623050	6.269
chr20	1632389	6.269
chr20	1686910	6.567
chr20	1758181	6.567
chr20	1801142	6.721
chr20	1841792	7.078
chr20	1858301	7.164
chr20	1858744	7.164
chr20	1877584	7.463
chr20	2054735	7.463
chr20	2143413	7.761
chr20	2143857	7.761
chr20	2212693	8.060
chr20	2287196	8.060
chr20	2287292	8.060
chr20	2372760	8.656
chr20	2372994	8.657
chr20	2373542	8.657
chr20	2398923	8.955
chr20	2400260	8.955
chr20	2451689	9.254
chr20	2531995	9.254
chr20	2581462	9.851
chr20	2754007	9.851
chr20	2758153	9.966
chr20	2775534	10.743
chr20	2775763	10.746
chr20	2778686	10.746
chr20	2795044	11.045
chr20	3001921	11.045
chr20	3029782	11.343
chr20	3044056	11.343
chr20	3044073	11.344
chr20	3084536	12.736
chr20	3104963	12.836
chr20	3106404	12.836
chr20	3179646	13.020
chr20	3252139	13.501
chr20	3252142	13.501
chr20	3252160	13.501
chr20	3312473	14.795
chr20	3344013	15.316
chr20	3380130	15.821
chr20	3445344	15.821
chr20	3452024	16.120
chr20	3686877	16.120
chr20	3702014	16.418
chr20	3832582	16.418
chr20	3849059	17.314
chr20	3860364	17.314
chr20	3909459	17.612
chr20	4074354	17.612
chr20	4080011	17.911
chr20	4126540	17.911
chr20	4156940	18.209
chr20	4251482	18.209
chr20	4256718	18.508
chr20	4401540	18.508
chr20	4420637	18.806
chr20	4537145	18.806
chr20	4558751	19.105
chr20	4601384	19.105
chr20	4664441	19.403
chr20	4960507	19.403
chr20	5003744	19.702
chr20	5078927	19.702
chr20	5101842	20.000
chr20	5200113	20.000
chr20	5276808	20.299
chr20	6225048	20.299
chr20	6243332	20.597
chr20	6255530	20.597
chr20	6294751	20.896
chr20	6362972	20.896
chr20	6419866	21.194
chr20	6447875	21.194
chr20	6473432	21.493
chr20	6513923	21.493
chr20	6515017	21.791
chr20	6549914	21.791
chr20	6560825	22.090
chr20	6739888	22.090
chr20	6739941	22.090
chr20	6774572	22.687
chr20	6830512	22.687
chr20	6849811	22.985
chr20	6868825	22.985
chr20	6868864	22.985
chr20	6916563	23.385
chr20	6964923	23.487
chr20	7009774	24.478
chr20	7009820	24.478
chr20	7010325	24.478
chr20	7018251	24.776
chr20	7018589	24.776
chr20	7025037	24.815
chr20	7053147	25.283
chr20	7117838	25.672
chr20	7200382	25.672
chr20	7219707	25.970
chr20	7263997	25.970
chr20	7347426	26.269
chr20	7412613	26.269
chr20	7443175	26.567
chr20	7477014	26.567
chr20	7490265	26.866
chr20	7490896	26.866
chr20	7512284	26.949
chr20	7523736	27.292
chr20	7567693	27.463
chr20	7590482	27.463
chr20	7621736	28.060
chr20	7628028	28.060
chr20	7678946	28.358
chr20	7700549	28.358
chr20	7734242	28.657
chr20	7740934	28.657
chr20	7741411	28.668
chr20	7767482	29.553
chr20	7768102	29.553
chr20	7847808	29.851
chr20	7848653	29.851
chr20	7890304	30.150
chr20	7964065	30.150
chr20	8064165	30.448
chr20	8064252	30.448
chr20	8116296	31.045
chr20	8215791	31.045
chr20	8251427	31.367
chr20	8281950	31.911
chr20	8285353	31.941
chr20	8285423	31.941
chr20	8318720	32.239
chr20	8318882	32.239
chr20	8364636	32.538
chr20	8365076	32.538
chr20	8395868	32.836
chr20	8450329	32.836
chr20	8579397	33.433
chr20	8610297	33.433
chr20	8612571	33.732
chr20	8689909	33.732
chr20	8749373	34.030
chr20	8752381	34.030
chr20	8776477	34.329
chr20	8833735	34.329
chr20	8870897	34.627
chr20	9115560	34.627
chr20	9147949	34.926
chr20	9163511	34.926
chr20	9178852	35.224
chr20	9248932	35.224
chr20	9289204	35.523
chr20	9494251	35.523
chr20	9502559	35.590
chr20	9503008	35.603
chr20	9531189	36.662
chr20	9537549	36.717
chr20	9580364	36.717
chr20	9631243	37.015
chr20	9664769	37.015
chr20	9716017	37.314
chr20	9833143	37.314
chr20	10163920	37.612
chr20	10290674	37.612
chr20	10290730	37.613
chr20	10331451	38.209
chr20	10444221	38.209
chr20	10513873	38.508
chr20	10993322	38.508
chr20	10995308	38.512
chr20	11106492	39.032
chr20	11142988	39.105
chr20	11215240	39.105
chr20	11241510	39.403
chr20	11286200	39.403
chr20	11331506	39.702
chr20	11332382	39.702
chr20	11398877	40.000
chr20	11468630	40.000
chr20	11530342	40.113
chr20	11621952	40.549
chr20	11632202	40.794
chr20	11632210	40.794
chr20	11637522	40.896
chr20	11847136	40.896
chr20	11847416	40.897
chr20	11874419	41.341
chr20	11875402	41.347
chr20	11902598	41.670
chr20	11967099	42.090
chr20	11976272	42.090
chr20	12005996	42.388
chr20	12016141	42.388
chr20	12016164	42.389
chr20	12067092	42.984
chr20	12067400	42.986
chr20	12105378	42.986
chr20	12105511	42.986
chr20	12176849	43.972
chr20	12575003	44.478
chr20	12576822	44.478
chr20	12591948	44.586
chr20	12618561	45.115
chr20	12662327	45.672
chr20	12672819	45.672
chr20	12792669	45.971
chr20	12891668	45.971
chr20	12891675	45.971
chr20	12924385	46.367
chr20	12924665	46.367
chr20	12991914	46.866
chr20	12991938	46.866
chr20	13058369	46.866
chr20	13058403	46.866
chr20	13130885	47.463
chr20	13169638	47.463
chr20	13169673	47.463
chr20	13223774	47.856
chr20	13340461	48.060
chr20	13340653	48.060
chr20	13340819	48.061
chr20	13418466	48.590
chr20	13440947	48.657
chr20	13441338	48.657
chr20	13447618	48.956
chr20	13473208	48.956
chr20	13530503	49.254
chr20	13541364	49.254
chr20	13749938	49.851
chr20	13779716	49.851
chr20	13889945	50.150
chr20	13912455	50.150
chr20	13957643	50.747
chr20	14071638	50.747
chr20	14102689	51.045
chr20	14288596	51.045
chr20	14341750	51.344
chr20	14871695	51.344
chr21	0	0.000
chr21	920094	0.000
chr21	920218	0.000
chr21	1002901	0.531
chr21	1003384	0.532
chr21	1026579	0.892
chr21	1026823	0.896
chr21	1250267	0.896
chr21	1271034	1.194
chr21	1293200	1.194
chr21	1387548	1.791
chr21	1387572	1.791
chr21	1387827	1.792
chr21	1415859	2.237
chr21	1416245	2.239
chr21	1445014	2.686
chr21	1445095	2.687
chr21	1501315	2.687
chr21	1557817	2.934
chr21	1569514	3.134
chr21	1581236	3.284
chr21	1639058	3.284
chr21	1651325	3.432
chr21	1663801	3.622
chr21	1744262	4.155
chr21	1751332	4.179
chr21	1933706	4.179
chr21	1942418	4.478
chr21	1942435	4.478
chr21	1960614	4.545
chr21	1987033	4.941
chr21	1994115	4.967
chr21	2023166	5.146
chr21	2116575	5.373
chr21	2116842	5.373
chr21	2179840	5.672
chr21	2180056	5.672
chr21	2180066	6.567
chr21	2337507	6.567
chr21	2411832	6.866
chr21	2528158	6.866
chr21	2544459	7.164
chr21	2593011	7.164
chr21	2603685	7.463
chr21	2712092	7.463
chr21	2796424	8.358
chr21	2832289	8.358
chr21	2856490	8.657
chr21	3032314	8.657
chr21	3134737	8.955
chr21	3235377	8.955
chr21	3257461	9.004
chr21	3369737	9.780
chr21	3384778	9.850
chr21	3384891	9.933
chr21	3385192	10.150
chr21	3656564	10.150
chr21	3690583	10.449
chr21	3691178	10.449
chr21	3699170	10.747
chr21	3716045	10.747
chr21	3796565	11.344
chr21	3966911	11.344
chr21	3972087	11.386
chr21	4001180	11.918
chr21	4004106	11.941
chr21	4004295	11.941
chr21	4073494	12.240
chr21	4109850	12.240
chr21	4127452	12.538
chr21	4183594	12.538
chr21	4208877	12.623
chr21	4272800	13.134
chr21	4273070	13.135
chr21	4275149	13.135
chr21	4312809	13.434
chr21	4330324	13.434
chr21	4355498	13.732
chr21	4415170	13.732
chr21	4421989	14.031
chr21	4492809	14.031
chr21	4521073	14.329
chr21	4548120	14.329
chr21	4572917	14.628
chr21	4638984	14.628
chr21	4709545	14.926
chr21	4809397	14.926
chr21	4850461	15.225
chr21	4924720	15.225
chr21	4977163	15.523
chr21	4979427	15.523
chr21	5020961	15.822
chr21	5086836	15.822
chr21	5147959	15.981
chr21	5155846	16.300
chr21	5201511	16.419
chr21	5259202	16.419
chr21	5308036	16.717
chr21	5313231	16.717
chr21	5336121	16.797
chr21	5361347	17.183
chr21	5399278	17.314
chr21	5471405	17.314
chr21	5508026	17.613
chr21	5533647	17.613
chr21	5547103	17.696
chr21	5610999	18.390
chr21	5630049	18.508
chr21	5815233	18.508
chr21	5842255	19.105
chr21	5966954	19.105
chr21	5966986	19.105
chr21	6056621	19.702
chr21	6056663	19.702
chr21	6056697	19.703
chr21	6101922	20.001
chr21	6125932	20.001
chr21	6162380	20.117
chr21	6162591	20.119
chr21	6219834	20.664
chr21	6219986	20.665
chr21	6418402	20.896
chr21	6495657	20.896
chr21	6530884	21.195
chr21	6540769	21.195
chr21	6590194	21.792
chr21	6678322	21.792
chr21	6723909	22.090
chr21	6762151	22.090
chr21	6779426	22.389
chr21	6845330	22.389
chr21	6874868	22.500
chr21	6924617	23.284
chr21	6924753	23.285
chr21	6977464	23.285
chr21	7102297	23.882
chr21	7110923	23.882
chr21	7140310	24.008
chr21	7180087	24.478
chr21	7180114	24.479
chr21	7197206	24.479
chr21	7234911	24.777
chr21	7387895	24.777
chr21	7433078	25.076
chr21	7593960	25.076
chr21	7599048	25.114
chr21	7633656	25.673
chr21	7985376	25.673
chr21	8056732	25.971
chr21	8093173	25.971
chr21	8104999	25.996
chr21	8237104	28.358
chr21	8237118	28.358
chr21	8237432	28.359
chr21	8287815	28.359
chr21	8320401	28.658
chr21	8352614	28.658
chr21	8368949	28.956
chr21	8369476	28.956
chr21	8421654	29.255
chr21	8449919	29.255
chr21	8508238	29.370
chr21	8567632	30.085
chr21	8567643	30.085
chr21	8567923	30.085
chr21	8600330	30.448
chr21	8600675	30.449
chr21	8600885	30.449
chr21	8613587	30.476
chr21	8643463	30.838
chr21	8645268	30.842
chr21	8720860	31.599
chr21	8797881	31.763
chr21	8797888	31.763
chr21	8837036	32.424
chr21	8881613	32.837
chr21	8881653	32.837
chr21	8901316	32.837
chr21	8931074	33.135
chr21	9064657	33.135
chr21	9100950	33.289
chr21	9134050	33.728
chr21	9135189	33.732
chr21	9135819	33.732
chr21	9234438	34.429
chr21	9262569	34.925
chr21	9262743	34.926
chr21	9304458	34.926
chr21	9327087	35.225
chr21	9333508	35.225
chr21	9435636	35.373
chr21	9539401	35.820
chr21	9539931	35.822
chr21	9697882	35.822
chr21	9745316	36.120
chr21	9745387	36.121
chr21	9785958	36.533
chr21	9809159	36.598
chr21	9851561	37.314
chr21	9851830	37.314
chr21	10014735	37.314
chr21	10044837	37.613
chr21	10044867	37.613
chr21	10066261	37.832
chr21	10066399	38.132
chr21	10103066	38.509
chr21	10193567	38.509
chr21	10194807	38.518
chr21	10231864	39.104
chr21	10232044	39.106
chr21	10348591	39.106
chr21	10387292	39.404
chr21	10387350	39.404
chr21	10406958	39.703
chr21	10532108	39.703
chr21	10565547	40.001
chr21	10565901	40.001
chr21	10591081	40.300
chr21	10591189	40.300
chr21	10591380	40.598
chr21	10644489	40.598
chr21	10647125	40.607
chr21	10733028	41.191
chr21	10734147	41.195
chr21	10820365	41.195
chr21	10859431	41.494
chr21	10965497	41.494
chr21	10965644	41.496
chr21	10999243	42.387
chr21	10999385	42.389
chr21	11158641	42.389
chr21	11188539	42.986
chr21	11282911	42.986
chr21	11309533	43.285
chr21	11370941	43.285
chr21	11371220	43.288
chr21	11396990	44.179
chr21	11397028	44.180
chr21	11397376	44.180
chr21	11424156	44.716
chr21	11431024	44.777
chr21	11486830	44.777
chr21	11553260	45.076
chr21	11678344	45.076
chr21	11678370	45.076
chr21	11714683	45.404
chr21	11730705	45.847
chr21	11730708	45.847
chr21	11767968	45.971
chr21	11778438	45.971
chr21	11813201	46.270
chr21	11883935	46.270
chr21	11884548	46.568
chr21	12071004	46.568
chr21	12082897	46.867
chr21	12228727	46.867
chr21	12241187	47.165
chr21	12305762	47.165
chr21	12349236	47.464
chr21	12360186	47.464
chr21	12391309	47.762
chr21	12391743	47.762
chr21	12422119	48.061
chr21	12422699	48.061
chr21	12431678	48.359
chr21	12511630	48.359
chr21	12583419	48.658
chr21	12745890	48.658
chr21	12784226	48.956
chr21	12792962	48.956
chr21	12841686	49.255
chr21	12946866	49.255
chr21	13023370	49.553
chr21	13359691	49.553
